Name,GenType,TM,Pos,GL,X_size,Y_size,NormPos
D1BN_TM10.5_0040_G001_5.png,D1BN,10.5,0040,G,3392,4448,0.0851063829787234
D1BN_TM10.5_0042_L003_5.png,D1BN,10.5,0042,L,3440,4768,0.08898305084745763
D1BN_TM10.5_0043_G004_5.png,D1BN,10.5,0043,G,3120,5088,0.09148936170212765
D1BN_TM10.5_0045_L006_5.png,D1BN,10.5,0045,L,3488,4464,0.09533898305084745
D1BN_TM10.5_0046_G007_5.png,D1BN,10.5,0046,G,3280,4448,0.09787234042553192
D1BN_TM10.5_0048_L009_5.png,D1BN,10.5,0048,L,3264,4512,0.1016949152542373
D1BN_TM10.5_0050_G001_6.png,D1BN,10.5,0050,G,2480,2640,0.10638297872340426
D1BN_TM10.5_0052_L003_6.png,D1BN,10.5,0052,L,3120,4560,0.11016949152542373
D1BN_TM10.5_0053_G004_6.png,D1BN,10.5,0053,G,3264,4336,0.1127659574468085
D1BN_TM10.5_0055_L006_6.png,D1BN,10.5,0055,L,3392,4608,0.11652542372881355
D1BN_TM10.5_0056_G007_6.png,D1BN,10.5,0056,G,3392,4656,0.11914893617021277
D1BN_TM10.5_0058_L009_6.png,D1BN,10.5,0058,L,3488,4928,0.1228813559322034
D1BN_TM10.5_0060_G001_7.png,D1BN,10.5,0060,G,3440,4448,0.1276595744680851
D1BN_TM10.5_0062_L003_7.png,D1BN,10.5,0062,L,3760,4720,0.13135593220338984
D1BN_TM10.5_0063_G004_7.png,D1BN,10.5,0063,G,3648,5088,0.13404255319148936
D1BN_TM10.5_0065_L006_7.png,D1BN,10.5,0065,L,3376,4720,0.13771186440677965
D1BN_TM10.5_0066_G007_7.png,D1BN,10.5,0066,G,3552,4400,0.14042553191489363
D1BN_TM10.5_0068_L009_7.png,D1BN,10.5,0068,L,3280,4720,0.1440677966101695
D1BN_TM10.5_0070_G001_8.png,D1BN,10.5,0070,G,3280,4560,0.14893617021276595
D1BN_TM10.5_0072_L003_8.png,D1BN,10.5,0072,L,3232,4656,0.15254237288135594
D1BN_TM10.5_0073_G004_8.png,D1BN,10.5,0073,G,3520,4816,0.15531914893617021
D1BN_TM10.5_0075_L006_8.png,D1BN,10.5,0075,L,3440,4608,0.15889830508474576
D1BN_TM10.5_0076_G007_8.png,D1BN,10.5,0076,G,3440,4768,0.16170212765957448
D1BN_TM10.5_0078_L009_8.png,D1BN,10.5,0078,L,3552,4656,0.1652542372881356
D1BN_TM10.5_0080_G001_9.png,D1BN,10.5,0080,G,3872,4976,0.1702127659574468
D1BN_TM10.5_0082_L003_9.png,D1BN,10.5,0082,L,3808,5040,0.17372881355932204
D1BN_TM10.5_0083_G004_9.png,D1BN,10.5,0083,G,4112,6096,0.17659574468085107
D1BN_TM10.5_0085_L006_9.png,D1BN,10.5,0085,L,4128,5088,0.18008474576271186
D1BN_TM10.5_0086_G007_9.png,D1BN,10.5,0086,G,3968,4768,0.1829787234042553
D1BN_TM10.5_0088_L009_9.png,D1BN,10.5,0088,L,3440,5200,0.1864406779661017
D1BN_TM10.5_0090_G001_10.png,D1BN,10.5,0090,G,3712,5136,0.19148936170212766
D1BN_TM10.5_0092_L003_10.png,D1BN,10.5,0092,L,3872,5248,0.19491525423728814
D1BN_TM10.5_0093_G004_10.png,D1BN,10.5,0093,G,4256,5200,0.19787234042553192
D1BN_TM10.5_0095_L006_10.png,D1BN,10.5,0095,L,4128,5088,0.20127118644067796
D1BN_TM10.5_0096_G007_10.png,D1BN,10.5,0096,G,3872,5520,0.20425531914893616
D1BN_TM10.5_0098_L009_10.png,D1BN,10.5,0098,L,4432,5552,0.2076271186440678
D1BN_TM10.5_0100_G001_11.png,D1BN,10.5,0100,G,4400,5680,0.2127659574468085
D1BN_TM10.5_0102_L003_11.png,D1BN,10.5,0102,L,4176,5408,0.21610169491525424
D1BN_TM10.5_0103_G004_11.png,D1BN,10.5,0103,G,4112,6112,0.21914893617021278
D1BN_TM10.5_0105_L006_11.png,D1BN,10.5,0105,L,4144,5408,0.22245762711864406
D1BN_TM10.5_0106_G007_11.png,D1BN,10.5,0106,G,4400,5408,0.225531914893617
D1BN_TM10.5_0108_L009_11.png,D1BN,10.5,0108,L,4240,5408,0.2288135593220339
D1BN_TM10.5_0110_G001_12.png,D1BN,10.5,0110,G,4288,5680,0.23404255319148937
D1BN_TM10.5_0112_L003_12.png,D1BN,10.5,0112,L,4176,5568,0.23728813559322035
D1BN_TM10.5_0113_G004_12.png,D1BN,10.5,0113,G,4720,5936,0.2404255319148936
D1BN_TM10.5_0115_L006_12.png,D1BN,10.5,0115,L,4464,5840,0.24364406779661016
D1BN_TM10.5_0116_G007_12.png,D1BN,10.5,0116,G,4448,5840,0.24680851063829787
D1BN_TM10.5_0118_L009_12.png,D1BN,10.5,0118,L,5152,6112,0.25
D1BN_TM10.5_0120_G001_13.png,D1BN,10.5,0120,G,4816,6000,0.2553191489361702
D1BN_TM10.5_0122_L003_13.png,D1BN,10.5,0122,L,4816,6096,0.2584745762711864
D1BN_TM10.5_0123_G004_13.png,D1BN,10.5,0123,G,4624,6368,0.26170212765957446
D1BN_TM10.5_0125_L006_13.png,D1BN,10.5,0125,L,4720,6160,0.2648305084745763
D1BN_TM10.5_0126_G007_13.png,D1BN,10.5,0126,G,4720,6528,0.2680851063829787
D1BN_TM10.5_0128_L009_13.png,D1BN,10.5,0128,L,4720,6416,0.2711864406779661
D1BN_TM10.5_0130_G001_14.png,D1BN,10.5,0130,G,5040,6576,0.2765957446808511
D1BN_TM10.5_0132_L003_14.png,D1BN,10.5,0132,L,4976,6688,0.2796610169491525
D1BN_TM10.5_0133_G004_14.png,D1BN,10.5,0133,G,4992,6784,0.28297872340425534
D1BN_TM10.5_0135_L006_14.png,D1BN,10.5,0135,L,5216,6624,0.2860169491525424
D1BN_TM10.5_0136_G007_14.png,D1BN,10.5,0136,G,5200,6944,0.28936170212765955
D1BN_TM10.5_0138_L009_14.png,D1BN,10.5,0138,L,5264,7104,0.2923728813559322
D1BN_TM10.5_0140_G011_1.png,D1BN,10.5,0140,G,5616,7088,0.2978723404255319
D1BN_TM10.5_0142_L013_1.png,D1BN,10.5,0142,L,5072,6592,0.3008474576271186
D1BN_TM10.5_0143_G014_1.png,D1BN,10.5,0143,G,5760,6816,0.30425531914893617
D1BN_TM10.5_0145_L016_1.png,D1BN,10.5,0145,L,5328,6640,0.3072033898305085
D1BN_TM10.5_0146_G017_1.png,D1BN,10.5,0146,G,5616,6896,0.31063829787234043
D1BN_TM10.5_0148_L019_1.png,D1BN,10.5,0148,L,5680,7168,0.3135593220338983
D1BN_TM10.5_0150_G011_2.png,D1BN,10.5,0150,G,5904,6912,0.3191489361702128
D1BN_TM10.5_0152_L013_2.png,D1BN,10.5,0152,L,5952,7008,0.3220338983050847
D1BN_TM10.5_0153_G014_2.png,D1BN,10.5,0153,G,5664,7152,0.32553191489361705
D1BN_TM10.5_0155_L016_2.png,D1BN,10.5,0155,L,5856,7056,0.3283898305084746
D1BN_TM10.5_0156_G017_2.png,D1BN,10.5,0156,G,5760,7776,0.33191489361702126
D1BN_TM10.5_0158_L019_2.png,D1BN,10.5,0158,L,6048,7680,0.3347457627118644
D1BN_TM10.5_0160_G011_3.png,D1BN,10.5,0160,G,6048,7824,0.3404255319148936
D1BN_TM10.5_0162_L013_3.png,D1BN,10.5,0162,L,5456,7296,0.3432203389830508
D1BN_TM10.5_0163_G014_3.png,D1BN,10.5,0163,G,5760,7488,0.3468085106382979
D1BN_TM10.5_0165_L016_3.png,D1BN,10.5,0165,L,6016,7728,0.3495762711864407
D1BN_TM10.5_0166_G017_3.png,D1BN,10.5,0166,G,6192,8016,0.35319148936170214
D1BN_TM10.5_0168_L019_3.png,D1BN,10.5,0168,L,6192,7920,0.3559322033898305
D1BN_TM10.5_0170_G011_4.png,D1BN,10.5,0170,G,5760,8160,0.3617021276595745
D1BN_TM10.5_0172_L013_4.png,D1BN,10.5,0172,L,6048,7248,0.3644067796610169
D1BN_TM10.5_0173_G014_4.png,D1BN,10.5,0173,G,6000,7200,0.3680851063829787
D1BN_TM10.5_0175_L016_4.png,D1BN,10.5,0175,L,6192,7680,0.3707627118644068
D1BN_TM10.5_0176_G017_4.png,D1BN,10.5,0176,G,6144,8016,0.37446808510638296
D1BN_TM10.5_0178_L019_4.png,D1BN,10.5,0178,L,6048,7824,0.3771186440677966
D1BN_TM10.5_0180_G011_5.png,D1BN,10.5,0180,G,6384,8688,0.3829787234042553
D1BN_TM10.5_0182_L013_5.png,D1BN,10.5,0182,L,5904,8112,0.3855932203389831
D1BN_TM10.5_0183_G014_5.png,D1BN,10.5,0183,G,6024,7920,0.3893617021276596
D1BN_TM10.5_0185_L016_5.png,D1BN,10.5,0185,L,5664,7968,0.3919491525423729
D1BN_TM10.5_0186_G017_5.png,D1BN,10.5,0186,G,6000,7920,0.39574468085106385
D1BN_TM10.5_0188_L019_5.png,D1BN,10.5,0188,L,6000,7968,0.3983050847457627
D1BN_TM10.5_0190_G011_6.png,D1BN,10.5,0190,G,6240,8496,0.40425531914893614
D1BN_TM10.5_0192_L013_6.png,D1BN,10.5,0192,L,6096,8112,0.4067796610169492
D1BN_TM10.5_0193_G014_6.png,D1BN,10.5,0193,G,6528,8496,0.4106382978723404
D1BN_TM10.5_0195_L016_6.png,D1BN,10.5,0195,L,6240,7824,0.413135593220339
D1BN_TM10.5_0196_G017_6.png,D1BN,10.5,0196,G,6144,8672,0.41702127659574467
D1BN_TM10.5_0198_L019_6.png,D1BN,10.5,0198,L,6096,8304,0.4194915254237288
D1BN_TM10.5_0200_G011_7.png,D1BN,10.5,0200,G,6528,8496,0.425531914893617
D1BN_TM10.5_0202_L013_7.png,D1BN,10.5,0202,L,6288,8448,0.4279661016949153
D1BN_TM10.5_0203_G014_7.png,D1BN,10.5,0203,G,6624,8160,0.4319148936170213
D1BN_TM10.5_0205_L016_7.png,D1BN,10.5,0205,L,5968,7872,0.4343220338983051
D1BN_TM10.5_0206_G017_7.png,D1BN,10.5,0206,G,6256,8112,0.43829787234042555
D1BN_TM10.5_0208_L019_7.png,D1BN,10.5,0208,L,6384,8352,0.4406779661016949
D1BN_TM10.5_0210_G011_8.png,D1BN,10.5,0210,G,6336,8304,0.44680851063829785
D1BN_TM10.5_0212_L013_8.png,D1BN,10.5,0212,L,6384,8160,0.4491525423728814
D1BN_TM10.5_0213_G014_8.png,D1BN,10.5,0213,G,6336,8112,0.4531914893617021
D1BN_TM10.5_0215_L016_8.png,D1BN,10.5,0215,L,6144,8112,0.4555084745762712
D1BN_TM10.5_0216_G017_8.png,D1BN,10.5,0216,G,6336,8064,0.4595744680851064
D1BN_TM10.5_0218_L019_8.png,D1BN,10.5,0218,L,6048,8208,0.461864406779661
D1BN_TM10.5_0220_G011_9.png,D1BN,10.5,0220,G,7008,8880,0.46808510638297873
D1BN_TM10.5_0222_L013_9.png,D1BN,10.5,0222,L,6240,8112,0.4703389830508475
D1BN_TM10.5_0223_G014_9.png,D1BN,10.5,0223,G,7024,8064,0.474468085106383
D1BN_TM10.5_0225_L016_9.png,D1BN,10.5,0225,L,6528,8496,0.4766949152542373
D1BN_TM10.5_0226_G017_9.png,D1BN,10.5,0226,G,6448,8544,0.4808510638297872
D1BN_TM10.5_0228_L019_9.png,D1BN,10.5,0228,L,6912,8640,0.4830508474576271
D1BN_TM10.5_0230_G011_10.png,D1BN,10.5,0230,G,6528,8784,0.48936170212765956
D1BN_TM10.5_0232_L013_10.png,D1BN,10.5,0232,L,6624,8592,0.4915254237288136
D1BN_TM10.5_0233_G014_10.png,D1BN,10.5,0233,G,6384,8976,0.4957446808510638
D1BN_TM10.5_0235_L016_10.png,D1BN,10.5,0235,L,6240,8464,0.4978813559322034
D1BN_TM10.5_0236_G017_10.png,D1BN,10.5,0236,G,6336,8432,0.502127659574468
D1BN_TM10.5_0238_L019_10.png,D1BN,10.5,0238,L,6480,8112,0.5042372881355932
D1BN_TM10.5_0240_G021_1.png,D1BN,10.5,0240,G,6176,8432,0.5106382978723404
D1BN_TM10.5_0242_L023_1.png,D1BN,10.5,0242,L,6240,8128,0.5127118644067796
D1BN_TM10.5_0243_G024_1.png,D1BN,10.5,0243,G,6272,8688,0.5170212765957447
D1BN_TM10.5_0245_L026_1.png,D1BN,10.5,0245,L,6448,8160,0.5190677966101694
D1BN_TM10.5_0246_G027_1.png,D1BN,10.5,0246,G,6240,8368,0.5234042553191489
D1BN_TM10.5_0248_L029_1.png,D1BN,10.5,0248,L,6640,8720,0.5254237288135594
D1BN_TM10.5_0250_G021_2.png,D1BN,10.5,0250,G,6864,8688,0.5319148936170213
D1BN_TM10.5_0252_L023_2.png,D1BN,10.5,0252,L,6432,8256,0.5338983050847458
D1BN_TM10.5_0253_G024_2.png,D1BN,10.5,0253,G,6720,8496,0.5382978723404256
D1BN_TM10.5_0255_L026_2.png,D1BN,10.5,0255,L,6608,8416,0.5402542372881356
D1BN_TM10.5_0256_G027_2.png,D1BN,10.5,0256,G,6816,8832,0.5446808510638298
D1BN_TM10.5_0258_L029_2.png,D1BN,10.5,0258,L,6640,8608,0.5466101694915254
D1BN_TM10.5_0260_G021_3.png,D1BN,10.5,0260,G,6624,8736,0.5531914893617021
D1BN_TM10.5_0262_L023_3.png,D1BN,10.5,0262,L,6432,8352,0.5550847457627118
D1BN_TM10.5_0263_G024_3.png,D1BN,10.5,0263,G,6624,8832,0.5595744680851064
D1BN_TM10.5_0265_L026_3.png,D1BN,10.5,0265,L,6448,7952,0.5614406779661016
D1BN_TM10.5_0266_G027_3.png,D1BN,10.5,0266,G,6768,8112,0.5659574468085107
D1BN_TM10.5_0268_L029_3.png,D1BN,10.5,0268,L,6528,8112,0.5677966101694916
D1BN_TM10.5_0270_G021_4.png,D1BN,10.5,0270,G,6912,9024,0.574468085106383
D1BN_TM10.5_0272_L023_4.png,D1BN,10.5,0272,L,6240,8784,0.576271186440678
D1BN_TM10.5_0273_G024_4.png,D1BN,10.5,0273,G,6000,8064,0.5808510638297872
D1BN_TM10.5_0275_L026_4.png,D1BN,10.5,0275,L,5936,8208,0.5826271186440678
D1BN_TM10.5_0276_G027_4.png,D1BN,10.5,0276,G,6784,8976,0.5872340425531914
D1BN_TM10.5_0278_L029_4.png,D1BN,10.5,0278,L,6640,8384,0.5889830508474576
D1BN_TM10.5_0280_G021_5.png,D1BN,10.5,0280,G,6672,8304,0.5957446808510638
D1BN_TM10.5_0282_L023_5.png,D1BN,10.5,0282,L,6288,8448,0.597457627118644
D1BN_TM10.5_0283_G024_5.png,D1BN,10.5,0283,G,6528,8112,0.6021276595744681
D1BN_TM10.5_0285_L026_5.png,D1BN,10.5,0285,L,6240,8208,0.6038135593220338
D1BN_TM10.5_0286_G027_5.png,D1BN,10.5,0286,G,6288,8976,0.6085106382978723
D1BN_TM10.5_0288_L029_5.png,D1BN,10.5,0288,L,7024,8384,0.6101694915254238
D1BN_TM10.5_0290_G021_6.png,D1BN,10.5,0290,G,6528,8832,0.6170212765957447
D1BN_TM10.5_0292_L023_6.png,D1BN,10.5,0292,L,6624,8496,0.6186440677966102
D1BN_TM10.5_0293_G024_6.png,D1BN,10.5,0293,G,5904,8448,0.6234042553191489
D1BN_TM10.5_0295_L026_6.png,D1BN,10.5,0295,L,6448,8416,0.625
D1BN_TM10.5_0296_G027_6.png,D1BN,10.5,0296,G,6672,8496,0.6297872340425532
D1BN_TM10.5_0298_L029_6.png,D1BN,10.5,0298,L,6304,8432,0.6313559322033898
D1BN_TM10.5_0300_G021_7.png,D1BN,10.5,0300,G,6528,8544,0.6382978723404256
D1BN_TM10.5_0302_L023_7.png,D1BN,10.5,0302,L,6720,9168,0.6398305084745762
D1BN_TM10.5_0303_G024_7.png,D1BN,10.5,0303,G,6672,8352,0.6446808510638298
D1BN_TM10.5_0305_L026_7.png,D1BN,10.5,0305,L,6560,8464,0.6461864406779662
D1BN_TM10.5_0306_G027_7.png,D1BN,10.5,0306,G,6192,8544,0.6510638297872341
D1BN_TM10.5_0308_L029_7.png,D1BN,10.5,0308,L,6368,8336,0.652542372881356
D1BN_TM10.5_0310_G021_8.png,D1BN,10.5,0310,G,6864,8880,0.6595744680851063
D1BN_TM10.5_0312_L023_8.png,D1BN,10.5,0312,L,6528,8832,0.6610169491525424
D1BN_TM10.5_0313_G024_8.png,D1BN,10.5,0313,G,7104,8208,0.6659574468085107
D1BN_TM10.5_0315_L026_8.png,D1BN,10.5,0315,L,6768,8256,0.6673728813559322
D1BN_TM10.5_0316_G027_8.png,D1BN,10.5,0316,G,6816,8688,0.6723404255319149
D1BN_TM10.5_0318_L029_8.png,D1BN,10.5,0318,L,6640,8432,0.673728813559322
D1BN_TM10.5_0320_G021_9.png,D1BN,10.5,0320,G,6864,8688,0.6808510638297872
D1BN_TM10.5_0322_L023_9.png,D1BN,10.5,0322,L,6576,8544,0.6822033898305084
D1BN_TM10.5_0323_G024_9.png,D1BN,10.5,0323,G,6672,8256,0.6872340425531915
D1BN_TM10.5_0325_L026_9.png,D1BN,10.5,0325,L,6560,8000,0.6885593220338984
D1BN_TM10.5_0326_G027_9.png,D1BN,10.5,0326,G,6336,8448,0.6936170212765957
D1BN_TM10.5_0328_L029_9.png,D1BN,10.5,0328,L,6752,8272,0.6949152542372882
D1BN_TM10.5_0330_G021_10.png,D1BN,10.5,0330,G,6624,8512,0.7021276595744681
D1BN_TM10.5_0332_L023_10.png,D1BN,10.5,0332,L,7120,8400,0.7033898305084746
D1BN_TM10.5_0333_G024_10.png,D1BN,10.5,0333,G,7056,8592,0.7085106382978723
D1BN_TM10.5_0335_L026_10.png,D1BN,10.5,0335,L,6656,8208,0.7097457627118644
D1BN_TM10.5_0336_G027_10.png,D1BN,10.5,0336,G,6960,8496,0.7148936170212766
D1BN_TM10.5_0338_L029_10.png,D1BN,10.5,0338,L,6304,8272,0.7161016949152542
D1BN_TM10.5_0340_G031_1.png,D1BN,10.5,0340,G,6960,7920,0.723404255319149
D1BN_TM10.5_0342_L033_1.png,D1BN,10.5,0342,L,7152,8352,0.7245762711864406
D1BN_TM10.5_0343_G034_1.png,D1BN,10.5,0343,G,6768,8112,0.7297872340425532
D1BN_TM10.5_0345_L036_1.png,D1BN,10.5,0345,L,6864,8112,0.7309322033898306
D1BN_TM10.5_0346_G037_1.png,D1BN,10.5,0346,G,6992,7968,0.7361702127659574
D1BN_TM10.5_0348_L039_1.png,D1BN,10.5,0348,L,6480,8240,0.7372881355932204
D1BN_TM10.5_0350_G031_2.png,D1BN,10.5,0350,G,6816,7872,0.7446808510638298
D1BN_TM10.5_0352_L033_2.png,D1BN,10.5,0352,L,6576,7920,0.7457627118644068
D1BN_TM10.5_0353_G034_2.png,D1BN,10.5,0353,G,7056,7728,0.7510638297872341
D1BN_TM10.5_0355_L036_2.png,D1BN,10.5,0355,L,6960,7728,0.7521186440677966
D1BN_TM10.5_0356_G037_2.png,D1BN,10.5,0356,G,7344,7344,0.7574468085106383
D1BN_TM10.5_0358_L039_2.png,D1BN,10.5,0358,L,7056,7488,0.7584745762711864
D1BN_TM10.5_0360_G031_3.png,D1BN,10.5,0360,G,7440,7680,0.7659574468085106
D1BN_TM10.5_0362_L033_3.png,D1BN,10.5,0362,L,6960,8160,0.7669491525423728
D1BN_TM10.5_0363_G034_3.png,D1BN,10.5,0363,G,7296,7392,0.7723404255319148
D1BN_TM10.5_0365_L036_3.png,D1BN,10.5,0365,L,6240,7440,0.7733050847457628
D1BN_TM10.5_0366_G037_3.png,D1BN,10.5,0366,G,6384,7392,0.7787234042553192
D1BN_TM10.5_0368_L039_3.png,D1BN,10.5,0368,L,6768,8112,0.7796610169491526
D1BN_TM10.5_0370_G031_4.png,D1BN,10.5,0370,G,6912,7680,0.7872340425531915
D1BN_TM10.5_0372_L033_4.png,D1BN,10.5,0372,L,6624,7344,0.788135593220339
D1BN_TM10.5_0373_G034_4.png,D1BN,10.5,0373,G,6096,7344,0.7936170212765957
D1BN_TM10.5_0375_L036_4.png,D1BN,10.5,0375,L,6000,7296,0.7944915254237288
D1BN_TM10.5_0376_G037_4.png,D1BN,10.5,0376,G,6048,7488,0.8
D1BN_TM10.5_0378_L039_4.png,D1BN,10.5,0378,L,6576,7008,0.8008474576271186
D1BN_TM10.5_0380_G031_5.png,D1BN,10.5,0380,G,6864,7344,0.8085106382978723
D1BN_TM10.5_0382_L033_5.png,D1BN,10.5,0382,L,6432,7200,0.809322033898305
D1BN_TM10.5_0383_G034_5.png,D1BN,10.5,0383,G,6336,6768,0.8148936170212766
D1BN_TM10.5_0385_L036_5.png,D1BN,10.5,0385,L,6480,7248,0.815677966101695
D1BN_TM10.5_0386_G037_5.png,D1BN,10.5,0386,G,6480,7392,0.8212765957446808
D1BN_TM10.5_0388_L039_5.png,D1BN,10.5,0388,L,6384,7968,0.8220338983050848
D1BN_TM10.5_0390_G031_6.png,D1BN,10.5,0390,G,6528,7056,0.8297872340425532
D1BN_TM10.5_0392_L033_6.png,D1BN,10.5,0392,L,6144,6816,0.8305084745762712
D1BN_TM10.5_0393_G034_6.png,D1BN,10.5,0393,G,6288,6912,0.8361702127659575
D1BN_TM10.5_0395_L036_6.png,D1BN,10.5,0395,L,6432,6720,0.836864406779661
D1BN_TM10.5_0396_G037_6.png,D1BN,10.5,0396,G,5952,7152,0.8425531914893617
D1BN_TM10.5_0398_L039_6.png,D1BN,10.5,0398,L,5856,7008,0.8432203389830508
D1BN_TM10.5_0400_G031_7.png,D1BN,10.5,0400,G,6624,7008,0.851063829787234
D1BN_TM10.5_0402_L033_7.png,D1BN,10.5,0402,L,6000,6864,0.8516949152542372
D1BN_TM10.5_0403_G034_7.png,D1BN,10.5,0403,G,6096,6816,0.8574468085106383
D1BN_TM10.5_0405_L036_7.png,D1BN,10.5,0405,L,6000,6384,0.8580508474576272
D1BN_TM10.5_0406_G037_7.png,D1BN,10.5,0406,G,6096,6384,0.8638297872340426
D1BN_TM10.5_0408_L039_7.png,D1BN,10.5,0408,L,6000,6384,0.864406779661017
D1BN_TM10.5_0410_G031_8.png,D1BN,10.5,0410,G,6672,5904,0.8723404255319149
D1BN_TM10.5_0412_L033_8.png,D1BN,10.5,0412,L,6816,6528,0.8728813559322034
D1BN_TM10.5_0413_G034_8.png,D1BN,10.5,0413,G,7152,6144,0.8787234042553191
D1BN_TM10.5_0415_L036_8.png,D1BN,10.5,0415,L,7008,6096,0.8792372881355932
D1BN_TM10.5_0416_G037_8.png,D1BN,10.5,0416,G,7120,6240,0.8851063829787233
D1BN_TM10.5_0418_L039_8.png,D1BN,10.5,0418,L,6864,6192,0.885593220338983
D1BN_TM10.5_0420_G031_9.png,D1BN,10.5,0420,G,6816,6816,0.8936170212765957
D1BN_TM10.5_0422_L033_9.png,D1BN,10.5,0422,L,7344,6288,0.8940677966101694
D1BN_TM10.5_0423_G034_9.png,D1BN,10.5,0423,G,7152,6000,0.9
D1BN_TM10.5_0425_L036_9.png,D1BN,10.5,0425,L,6960,6048,0.9004237288135594
D1BN_TM10.5_0426_G037_9.png,D1BN,10.5,0426,G,6800,6240,0.9063829787234042
D1BN_TM10.5_0428_L039_9.png,D1BN,10.5,0428,L,7104,5808,0.9067796610169492
D1BN_TM10.5_0430_G031_10.png,D1BN,10.5,0430,G,6976,5568,0.9148936170212766
D1BN_TM10.5_0432_L033_10.png,D1BN,10.5,0432,L,7152,6048,0.9152542372881356
D1BN_TM10.5_0433_G034_10.png,D1BN,10.5,0433,G,7616,5232,0.9212765957446809
D1BN_TM10.5_0435_L036_10.png,D1BN,10.5,0435,L,6864,5952,0.9216101694915254
D1BN_TM10.5_0436_G037_10.png,D1BN,10.5,0436,G,7440,5760,0.9276595744680851
D1BN_TM10.5_0438_L039_10.png,D1BN,10.5,0438,L,6720,5664,0.9279661016949152
D1BN_TM10.5_0440_G031_11.png,D1BN,10.5,0440,G,7056,5376,0.9361702127659575
D1BN_TM10.5_0442_L033_11.png,D1BN,10.5,0442,L,7200,5568,0.9364406779661016
D1BN_TM10.5_0443_G034_11.png,D1BN,10.5,0443,G,8496,5232,0.9425531914893617
D1BN_TM10.5_0445_L036_11.png,D1BN,10.5,0445,L,6096,5424,0.9427966101694916
D1BN_TM10.5_0446_G037_11.png,D1BN,10.5,0446,G,6608,5088,0.948936170212766
D1BN_TM10.5_0448_L039_11.png,D1BN,10.5,0448,L,7104,4944,0.9491525423728814
D1BN_TM10.5_0450_G031_12.png,D1BN,10.5,0450,G,6784,4992,0.9574468085106383
D1BN_TM10.5_0452_L033_12.png,D1BN,10.5,0452,L,7200,5232,0.9576271186440678
D1BN_TM10.5_0453_G034_12.png,D1BN,10.5,0453,G,6896,4752,0.9638297872340426
D1BN_TM10.5_0455_L036_12.png,D1BN,10.5,0455,L,6576,5008,0.9639830508474576
D1BN_TM10.5_0456_G037_12.png,D1BN,10.5,0456,G,6768,4752,0.9702127659574468
D1BN_TM10.5_0458_L039_12.png,D1BN,10.5,0458,L,6816,4464,0.9703389830508474
D1BN_TM10.5_0460_G041_1.png,D1BN,10.5,0460,G,6896,4720,0.9787234042553191
D1BN_TM10.5_0462_L043_1.png,D1BN,10.5,0462,L,6176,4080,0.9788135593220338
D1BN_TM10.5_0463_G044_1.png,D1BN,10.5,0463,G,6176,4080,0.9851063829787234
